Outcome,Star,Avg. Star,Clique,Num 
2,14,7.214285714285714,20,107
2,4,6.0,4,24
2,4,8.0,9,37
2,13,6.153846153846154,26,93
2,9,6.333333333333333,20,68
2,22,6.545454545454546,30,152
2,10,7.3,28,91
2,6,7.333333333333333,24,62
2,5,4.6,9,27
2,9,7.0,9,63
2,3,4.0,6,15
2,6,7.666666666666667,13,53
2,3,7.0,6,24
2,20,6.4,21,129
2,3,7.666666666666667,5,25
2,19,6.2105263157894735,27,126
1,1,10.0,11,20
2,7,6.714285714285714,7,47
2,13,6.3076923076923075,30,99
2,6,6.5,7,40
2,21,7.380952380952381,25,158
2,13,6.3076923076923075,20,89
2,3,6.333333333333333,6,22
2,6,6.666666666666667,6,40
2,11,6.181818181818182,23,80
2,8,6.125,25,66
2,5,8.8,26,65
2,18,6.666666666666667,23,125
2,19,6.631578947368421,20,127
2,4,6.25,4,25
2,4,5.75,7,26
2,9,6.333333333333333,10,58
2,5,5.2,22,43
2,5,6.8,6,35
1,1,6.0,9,14
2,12,7.583333333333333,22,101
2,2,5.5,11,20
2,4,6.75,19,42
1,1,10.0,3,12
2,2,5.0,11,19
2,6,5.666666666666667,18,46
2,9,7.555555555555555,22,81
2,3,9.333333333333334,3,28
2,9,5.333333333333333,14,53
2,1,7.0,29,35
2,3,4.666666666666667,6,17
2,5,5.6,23,46
2,16,6.3125,26,111
2,6,5.333333333333333,7,33
2,8,7.0,12,60
2,3,5.666666666666667,7,21
2,10,7.4,26,90
2,14,5.714285714285714,22,88
2,14,6.428571428571429,22,98
2,10,6.4,16,70
2,5,5.6,7,30
2,15,6.666666666666667,30,115
2,5,6.2,11,37
2,15,5.866666666666666,17,90
2,23,7.086956521739131,27,166
2,4,8.25,5,34
2,20,6.0,29,129
2,6,5.333333333333333,10,36
2,2,7.5,16,29
2,5,5.4,19,41
2,2,5.5,3,12
2,19,7.105263157894737,29,145
2,6,5.666666666666667,13,41
2,17,7.0588235294117645,19,122
2,4,5.25,11,28
2,24,6.708333333333333,30,167
2,10,6.3,11,64
2,7,4.857142857142857,10,37
2,5,6.6,5,33
1,3,7.0,11,29
2,7,5.571428571428571,11,43
1,2,6.0,21,31
2,16,6.625,16,106
2,3,7.333333333333333,9,28
2,10,7.5,16,81
2,5,5.2,10,31
2,2,9.5,3,20
2,20,6.75,24,138
2,5,6.4,27,54
2,3,6.0,3,18
2,2,8.0,10,24
2,8,6.625,25,70
2,1,4.0,12,15
2,12,5.833333333333333,19,77
2,15,6.933333333333334,15,104
2,26,7.1923076923076925,27,187
2,9,7.444444444444445,25,83
2,4,6.0,14,34
2,5,7.0,5,35
2,6,6.833333333333333,6,41
2,9,5.777777777777778,10,53
2,6,8.166666666666666,10,53
2,9,6.333333333333333,27,75
2,6,6.666666666666667,8,42
2,2,8.0,13,27
2,12,6.583333333333333,12,79
2,9,6.0,11,56
2,19,5.526315789473684,21,107
1,1,8.0,9,16
2,21,6.476190476190476,28,143
2,16,6.625,21,110
2,6,8.0,7,49
2,24,6.416666666666667,30,159
2,9,5.555555555555555,21,62
1,1,9.0,21,29
2,11,6.636363636363637,22,84
2,3,6.0,29,44
2,2,4.0,10,16
2,5,4.8,5,24
2,12,5.25,25,76
2,11,8.0,23,99
2,6,6.833333333333333,27,62
2,26,6.1923076923076925,28,163
2,13,6.0,14,79
2,3,8.0,4,25
2,7,5.285714285714286,10,40
2,8,7.625,8,61
2,18,6.833333333333333,27,132
2,6,6.166666666666667,7,38
2,6,4.833333333333333,22,45
2,19,7.7368421052631575,22,150
2,25,6.0,27,151
2,20,6.0,23,122
2,9,5.777777777777778,17,60
2,25,7.24,28,183
2,2,6.5,10,21
2,5,7.2,21,52
2,7,7.857142857142857,7,55
2,2,4.5,22,29
2,6,4.5,8,29
2,7,5.428571428571429,25,56
2,3,6.666666666666667,5,22
2,3,5.333333333333333,22,35
2,6,7.333333333333333,16,54
2,8,7.25,18,68
2,6,7.0,6,42
2,18,6.555555555555555,20,120
1,1,5.0,6,10
2,12,6.5,26,92
2,7,7.428571428571429,30,75
2,4,6.0,14,34
2,1,10.0,7,16
2,4,8.0,5,33
2,3,6.666666666666667,5,22
2,15,7.0,24,113
2,14,6.357142857142857,30,105
2,18,5.666666666666667,28,112
2,4,5.25,25,42
2,9,7.222222222222222,13,69
2,17,6.9411764705882355,21,121
2,14,7.214285714285714,27,114
1,1,6.0,8,13
2,4,6.25,4,25
2,18,6.666666666666667,24,125
2,3,7.666666666666667,3,23
2,3,6.333333333333333,3,19
1,2,8.0,4,18
2,19,6.105263157894737,19,116
2,15,6.466666666666667,21,102
2,7,6.0,27,62
2,7,7.142857142857143,24,67
2,7,7.142857142857143,14,57
2,9,6.444444444444445,9,58
2,1,6.0,11,16
2,3,7.333333333333333,9,28
2,24,6.125,30,153
2,2,8.5,8,23
2,26,6.576923076923077,26,171
2,16,5.3125,21,90
2,10,6.0,15,65
2,6,7.666666666666667,14,54
2,5,6.8,5,34
2,9,6.0,18,63
2,20,6.35,21,127
2,12,6.833333333333333,17,87
2,3,6.0,7,22
2,4,6.5,4,26
2,5,6.8,21,50
2,29,6.448275862068965,29,186
1,1,3.0,13,15
1,1,8.0,7,14
2,14,6.142857142857143,25,97
2,22,6.909090909090909,27,156
2,12,6.75,24,93
2,3,4.666666666666667,25,36
2,2,3.5,22,27
2,2,5.5,18,27
2,17,5.823529411764706,19,101
2,2,6.0,17,27
2,8,5.75,13,51
2,4,6.5,8,30
2,12,7.166666666666667,13,87
2,2,6.0,16,26
2,11,7.181818181818182,18,86
2,11,6.818181818181818,29,93
2,6,6.166666666666667,22,53
2,2,6.0,14,24
2,14,6.642857142857143,24,103
1,1,8.0,14,21
1,1,9.0,4,12
2,17,5.823529411764706,27,109
2,7,6.285714285714286,10,47
1,1,3.0,4,6
2,3,7.666666666666667,10,30
2,7,6.142857142857143,26,62
2,8,5.5,29,65
2,14,5.714285714285714,14,80
2,6,6.0,7,37
2,1,7.0,10,16
1,1,10.0,25,34
2,4,7.75,12,39
2,9,4.333333333333333,10,40
2,18,6.611111111111111,28,128
2,3,5.333333333333333,26,39
2,2,4.5,23,30
2,2,7.0,12,24
2,10,7.0,25,85
2,13,6.923076923076923,18,95
2,12,6.0,12,72
2,12,5.75,25,82
2,5,7.8,22,56
2,9,6.555555555555555,9,59
2,1,3.0,20,22
2,22,7.136363636363637,30,165
1,1,6.0,3,8
2,21,6.619047619047619,27,144
2,10,7.3,29,92
2,2,6.5,12,23
2,8,6.5,8,52
2,3,5.0,9,21
2,3,6.666666666666667,19,36
2,4,8.0,4,32
2,2,6.5,29,40
2,3,8.0,13,34
2,6,5.5,15,42
2,11,6.363636363636363,22,81
2,3,5.0,22,34
2,5,5.6,17,40
2,10,6.7,10,67
2,9,7.555555555555555,12,71
2,4,5.75,19,38
2,22,7.409090909090909,27,168
2,8,6.75,17,63
2,8,5.5,23,59
1,1,10.0,3,12
2,25,6.08,29,156
2,14,6.357142857142857,21,96
2,10,5.7,16,63
1,1,7.0,11,17
2,2,5.5,28,37
2,1,8.0,27,34
2,9,5.666666666666667,25,67
2,4,5.5,20,38
2,3,8.666666666666666,10,33
2,10,6.1,29,80
1,1,5.0,5,9
2,13,7.153846153846154,14,94
2,4,7.5,15,41
2,15,6.866666666666666,16,104
2,2,8.0,6,20
2,5,6.4,5,32
1,1,7.0,7,13
2,15,5.8,20,92
2,3,6.333333333333333,22,38
2,7,6.571428571428571,10,49
2,6,6.333333333333333,10,42
1,1,4.0,3,6
2,17,6.9411764705882355,18,119
2,20,6.2,21,125
2,6,6.833333333333333,29,64
2,4,7.0,8,32
2,24,6.458333333333333,28,159
2,7,7.571428571428571,28,74
2,4,7.5,21,47
2,20,6.1,20,122
2,5,6.4,23,50
2,4,7.0,21,45
2,6,7.833333333333333,20,61
2,14,6.928571428571429,22,105
2,4,6.5,8,30
2,16,7.4375,28,131
2,26,5.5,29,146
2,12,6.333333333333333,16,80
2,10,6.5,26,81
2,18,6.944444444444445,29,136
2,5,6.0,6,31
2,2,5.5,8,17
2,2,8.5,7,22
2,22,6.318181818181818,24,141
2,5,5.6,12,35
2,7,6.714285714285714,21,60
2,14,6.857142857142857,16,98
2,6,7.0,23,59
2,3,6.666666666666667,15,32
2,5,7.0,11,41
2,4,6.25,21,42
2,3,6.666666666666667,4,21
2,3,6.0,3,18
2,2,8.0,12,26
2,3,5.0,5,17
1,1,8.0,3,10
2,11,8.090909090909092,20,98
2,14,6.714285714285714,30,110
2,16,6.0625,23,104
2,9,7.111111111111111,15,70
2,8,6.375,8,51
2,11,6.7272727272727275,15,78
2,2,3.0,3,7
2,6,8.166666666666666,27,70
2,1,8.0,28,35
2,3,6.333333333333333,27,43
2,4,8.0,5,33
2,6,5.833333333333333,6,35
2,21,6.428571428571429,25,139
2,5,8.0,13,48
2,3,6.333333333333333,4,20
2,3,9.0,10,34
2,3,6.666666666666667,18,35
2,8,5.375,10,45
2,3,5.0,16,28
2,14,6.285714285714286,15,89
2,3,7.666666666666667,11,31
2,3,6.666666666666667,15,32
2,13,6.384615384615385,16,86
2,2,5.5,26,35
2,9,5.555555555555555,10,51
2,6,7.333333333333333,16,54
2,6,7.0,26,62
2,3,6.0,12,27
2,9,5.777777777777778,9,52
2,9,7.0,19,73
2,3,8.333333333333334,20,42
2,3,7.333333333333333,4,23
2,8,5.375,19,54
2,23,6.434782608695652,26,150
2,8,7.0,12,60
2,4,6.0,7,27
1,1,7.0,3,9
1,1,10.0,13,22
2,4,6.75,5,28
2,4,4.25,29,42
2,3,6.333333333333333,23,39
1,1,5.0,5,9
2,9,6.444444444444445,13,62
2,21,6.0476190476190474,24,129
2,13,5.615384615384615,24,84
2,1,4.0,24,27
2,17,6.176470588235294,17,105
2,2,7.5,8,21
2,4,6.75,13,36
2,4,6.0,5,25
2,9,5.444444444444445,14,54
2,3,6.333333333333333,26,42
2,20,6.15,25,128
2,8,7.0,24,72
2,9,5.111111111111111,30,67
2,4,4.25,8,21
2,7,5.571428571428571,24,56
2,14,6.285714285714286,21,95
2,11,6.454545454545454,12,72
2,9,6.666666666666667,12,63
2,4,4.5,7,21
2,2,5.5,8,17
2,5,6.6,17,45
2,11,7.363636363636363,13,83
2,11,5.818181818181818,28,81
2,4,6.5,16,38
2,5,5.8,5,29
2,4,5.5,8,26
2,9,6.777777777777778,10,62
2,6,6.333333333333333,27,59
2,4,7.75,4,31
2,2,5.5,15,24
2,5,6.6,17,45
2,3,4.333333333333333,3,13
2,1,3.0,5,7
2,15,7.2,23,116
2,16,6.75,24,116
2,6,7.0,21,57
2,7,6.714285714285714,12,52
2,3,4.0,8,17
1,1,8.0,4,11
1,1,5.0,27,31
2,14,6.071428571428571,18,89
2,5,6.2,7,33
2,5,5.2,7,28
2,2,6.5,16,27
1,1,9.0,12,20
2,2,5.0,3,11
2,4,6.75,5,28
2,3,5.333333333333333,8,21
1,1,3.0,8,10
2,6,7.166666666666667,6,43
1,1,5.0,4,8
2,8,6.125,24,65
2,15,5.533333333333333,17,85
2,6,6.0,10,40
2,7,6.857142857142857,11,52
2,12,6.416666666666667,24,89
1,1,6.0,11,16
2,9,7.333333333333333,20,77
2,17,6.882352941176471,22,121
2,7,4.714285714285714,26,52
1,1,6.0,10,15
2,5,6.8,14,43
2,11,7.181818181818182,25,93
2,1,5.0,17,21
1,1,10.0,5,14
2,10,6.8,21,79
2,5,7.0,16,46
2,9,5.555555555555555,15,56
2,8,6.25,13,55
2,11,6.2727272727272725,27,85
2,14,7.071428571428571,20,105
2,6,8.333333333333334,7,51
2,2,6.5,3,14
2,3,6.666666666666667,5,22
2,1,4.0,5,8
1,1,10.0,7,16
2,12,7.083333333333333,23,96
2,7,6.714285714285714,10,50
2,15,7.2,19,112
2,4,6.5,9,31
2,7,5.714285714285714,30,63
1,2,4.0,4,10
2,5,8.8,12,51
1,1,7.0,26,32
2,4,7.25,23,48
2,5,7.4,11,43
2,2,7.0,4,16
2,10,6.5,22,77
2,22,6.136363636363637,23,136
2,17,7.235294117647059,29,135
2,3,5.333333333333333,9,22
2,5,7.2,26,57
2,8,4.5,22,50
1,1,4.0,3,6
2,8,6.5,24,68
2,3,7.0,3,21
2,2,8.0,13,27
2,16,7.25,19,119
2,4,7.5,16,42
2,6,6.166666666666667,8,39
2,2,7.5,4,17
2,25,7.12,26,179
2,3,3.3333333333333335,3,10
2,2,7.5,3,16
2,27,6.185185185185185,27,166
2,11,5.363636363636363,21,69
2,26,6.961538461538462,27,181
2,1,7.0,15,21
2,4,5.0,12,28
1,1,7.0,26,32
2,17,6.235294117647059,29,118
2,13,5.769230769230769,19,81
2,4,7.25,5,30
2,12,6.416666666666667,13,78
2,14,6.357142857142857,30,105
2,6,6.333333333333333,6,38
2,3,5.666666666666667,6,20
2,3,4.333333333333333,15,25
2,25,6.8,25,169
2,3,5.666666666666667,5,19
2,1,4.0,28,31
2,2,4.5,7,14
2,7,7.142857142857143,7,50
2,4,6.25,15,36
1,1,7.0,3,9
2,4,7.5,13,39
2,7,7.0,29,71
2,3,5.0,13,25
2,2,6.0,7,17
2,24,6.583333333333333,27,161
2,9,6.777777777777778,11,63
2,19,6.315789473684211,29,130
1,1,6.0,22,27
2,3,5.666666666666667,6,20
2,4,9.0,5,37
2,18,7.0,27,134
2,30,5.766666666666667,30,173
2,4,7.0,5,29
2,6,7.166666666666667,11,48
2,2,8.5,11,26
1,1,9.0,13,21
2,11,6.7272727272727275,25,88
2,8,6.125,27,68
2,3,8.333333333333334,10,32
2,5,6.4,8,35
1,1,6.0,24,29
1,1,4.0,4,7
2,2,5.5,9,18
2,2,7.0,25,37
1,2,9.5,20,37
2,4,6.0,9,29
2,4,6.0,14,34
2,6,6.666666666666667,30,64
2,5,7.4,18,50
1,1,10.0,20,29
2,1,7.0,8,14
2,3,4.0,3,12
2,6,7.333333333333333,7,45
2,6,5.833333333333333,27,56
2,12,6.75,14,83
2,24,6.125,26,149
2,4,5.0,6,22
1,1,4.0,3,6
2,6,7.166666666666667,18,55
2,2,8.0,21,35
2,10,7.3,18,81
2,18,6.166666666666667,22,114
1,1,6.0,4,9
2,12,5.5,27,81
1,1,4.0,3,6
2,20,5.7,28,122
2,4,9.0,4,36
2,13,6.230769230769231,22,89
2,13,7.230769230769231,23,104
2,4,6.5,8,30
1,2,6.5,5,16
2,15,6.8,29,116
2,2,7.0,19,31
2,21,6.619047619047619,29,147
2,3,8.333333333333334,8,30
2,1,9.0,16,24
2,15,6.466666666666667,23,105
2,11,7.818181818181818,15,90
2,10,6.2,29,80
2,5,6.2,5,31
2,7,5.857142857142857,12,46
2,9,6.333333333333333,16,64
2,10,8.7,10,87
2,2,9.0,30,46
2,9,6.777777777777778,10,62
2,29,6.689655172413793,29,192
2,7,6.571428571428571,10,49
2,9,6.111111111111111,15,61
2,5,6.4,20,47
2,2,7.5,16,29
2,4,5.25,22,39
2,12,6.666666666666667,15,83
2,7,5.142857142857143,11,40
2,10,8.3,21,94
2,6,6.0,13,43
2,10,6.6,18,74
1,1,7.0,17,23
2,26,5.884615384615385,27,153
2,7,7.285714285714286,7,51
2,3,7.666666666666667,20,40
2,9,6.222222222222222,14,61
2,26,5.538461538461538,29,146
2,1,8.0,8,15
2,25,6.32,27,159
2,3,7.0,21,39
2,11,6.454545454545454,23,83
2,3,6.333333333333333,16,32
2,7,8.285714285714286,18,69
1,1,8.0,11,18
2,10,5.9,30,79
2,14,6.357142857142857,15,90
2,3,5.0,4,16
2,6,5.666666666666667,26,54
2,3,7.0,11,29
2,8,7.125,12,61
2,6,7.833333333333333,30,71
2,18,7.0,28,135
2,2,4.5,3,10
2,4,8.25,14,43
2,7,7.428571428571429,8,53
2,3,5.333333333333333,4,17
2,5,7.8,9,43
2,6,6.666666666666667,14,48
2,14,6.785714285714286,23,104
2,8,5.875,26,65
2,9,6.111111111111111,10,56
2,9,6.666666666666667,17,68
2,13,7.153846153846154,16,96
2,13,6.0,21,86
2,5,7.0,22,52
2,9,7.333333333333333,13,70
2,4,8.5,19,49
2,17,5.470588235294118,18,94
2,21,6.857142857142857,26,149
2,3,7.333333333333333,25,44
2,25,7.16,30,184
2,20,6.15,25,128
1,1,10.0,11,20
2,5,8.4,25,62
2,12,6.083333333333333,15,76
2,3,5.333333333333333,10,23
2,1,4.0,29,32
2,5,7.0,8,38
2,16,5.6875,21,96
2,5,5.4,11,33
2,9,7.777777777777778,17,78
2,5,7.4,16,48
2,2,9.5,18,35
2,6,5.666666666666667,22,50
2,3,5.666666666666667,6,20
2,7,6.285714285714286,30,67
2,4,7.25,28,53
2,3,4.666666666666667,10,21
2,18,7.444444444444445,30,146
2,6,5.666666666666667,14,42
2,28,6.571428571428571,29,185
2,18,5.888888888888889,19,107
2,3,6.333333333333333,17,33
1,1,4.0,13,16
2,12,7.083333333333333,21,94
2,11,7.090909090909091,28,95
2,4,5.5,14,32
2,21,6.380952380952381,23,135
2,19,6.526315789473684,21,126
2,29,7.413793103448276,30,215
2,18,6.055555555555555,26,116
2,4,5.5,25,43
2,1,9.0,9,17
2,3,5.666666666666667,5,19
2,1,10.0,12,21
2,5,7.2,6,37
2,2,4.0,5,11
2,4,7.25,28,53
2,9,7.222222222222222,26,82
2,5,5.6,13,36
2,1,7.0,17,23
2,16,6.0,27,107
2,14,6.357142857142857,16,91
2,8,5.875,21,60
2,1,5.0,8,12
2,3,7.333333333333333,27,46
2,10,6.6,12,68
2,7,7.0,8,50
2,14,6.0,30,100
2,8,7.25,23,73
2,14,8.0,23,121
2,3,8.333333333333334,9,31
2,17,7.588235294117647,17,129
2,8,7.375,28,79
2,16,7.4375,27,129
2,1,5.0,14,18
2,4,7.25,9,34
2,1,7.0,24,30
2,16,5.5625,30,103
2,23,6.478260869565218,23,149
2,3,3.6666666666666665,5,13
2,7,6.857142857142857,16,57
2,10,6.8,14,72
2,19,6.631578947368421,23,129
2,4,7.0,4,28
2,5,7.4,21,53
2,19,6.0,19,114
2,4,7.75,16,43
2,17,6.117647058823529,27,114
2,6,5.5,21,48
2,16,6.0625,17,98
2,13,6.923076923076923,20,97
2,4,5.5,27,45
2,6,5.166666666666667,6,31
2,12,6.333333333333333,29,93
1,1,3.0,4,6
2,1,8.0,3,10
2,3,7.666666666666667,3,23
1,1,9.0,21,29
1,2,6.5,25,36
2,21,6.809523809523809,24,146
2,9,7.222222222222222,15,71
1,1,8.0,26,33
2,8,6.375,13,56
2,3,5.333333333333333,20,33
2,12,6.666666666666667,26,94
2,11,6.363636363636363,12,71
2,10,6.4,27,81
2,25,6.72,26,168
2,20,6.8,28,144
2,5,5.8,7,31
2,7,6.285714285714286,13,50
2,11,6.7272727272727275,13,76
2,13,6.6923076923076925,20,94
2,3,7.666666666666667,6,26
2,8,6.375,8,51
2,7,6.857142857142857,13,54
2,5,6.2,16,42
2,7,6.428571428571429,22,60
2,25,7.04,27,178
1,3,6.333333333333333,3,19
2,9,6.555555555555555,16,66
2,22,5.818181818181818,23,128
2,2,8.0,19,33
2,3,6.333333333333333,7,23
2,3,4.0,3,12
2,1,9.0,6,14
2,5,7.6,8,41
2,4,8.0,5,33
2,5,5.6,13,36
2,12,7.166666666666667,16,90
2,5,6.4,18,45
2,3,8.333333333333334,16,38
2,13,4.6923076923076925,18,66
2,9,6.111111111111111,24,70
2,10,5.5,14,59
2,4,7.0,11,35
2,13,6.769230769230769,13,88
2,6,6.833333333333333,13,48
2,12,5.416666666666667,17,70
2,16,6.875,23,117
2,14,6.928571428571429,25,107
2,3,5.0,5,17
2,11,5.545454545454546,30,80
2,6,5.5,22,49
2,7,5.285714285714286,21,51
2,10,7.9,13,82
2,13,6.846153846153846,14,90
1,2,7.0,23,35
2,21,6.666666666666667,23,142
2,23,6.3478260869565215,29,152
2,16,6.4375,17,104
2,3,7.333333333333333,27,46
2,14,6.357142857142857,18,93
2,6,8.166666666666666,7,50
2,14,6.928571428571429,14,97
2,3,5.0,11,23
2,3,7.0,11,29
2,6,7.333333333333333,21,59
2,25,6.28,29,161
2,12,5.75,16,73
2,18,6.666666666666667,18,120
2,17,7.117647058823529,25,129
2,13,6.769230769230769,29,104
2,1,3.0,9,11
2,13,6.0,17,82
2,14,5.785714285714286,22,89
2,2,8.0,17,31
2,14,5.642857142857143,25,90
2,28,6.571428571428571,28,184
2,29,6.448275862068965,29,187
2,3,5.333333333333333,7,20
2,8,6.125,25,66
1,2,5.5,3,12
2,18,6.777777777777778,25,128
2,6,6.666666666666667,23,57
2,20,6.6,22,134
2,11,7.0,16,82
2,11,6.2727272727272725,20,78
2,6,6.0,24,54
2,20,7.05,24,145
2,12,7.083333333333333,25,98
2,15,7.066666666666666,15,106
2,10,7.1,17,78
2,3,6.0,3,18
2,5,7.2,29,60
2,3,4.0,3,12
2,3,4.666666666666667,5,16
2,5,8.0,19,54
2,16,7.8125,27,135
2,13,8.0,15,106
2,15,6.6,19,103
2,8,7.25,15,65
2,18,5.555555555555555,29,111
2,4,7.5,18,44
2,18,7.333333333333333,27,140
2,22,6.7727272727272725,22,149
2,4,5.75,25,44
2,5,7.4,10,42
2,10,6.9,27,86
2,3,5.666666666666667,9,23
2,20,6.2,23,127
2,16,6.4375,16,103
2,3,7.0,8,26
2,20,6.65,20,133
2,13,6.076923076923077,23,89
2,14,7.714285714285714,28,122
2,4,8.5,23,53
2,5,6.0,8,33
2,10,7.1,16,77
1,1,10.0,6,15
2,11,7.0,12,78
2,14,6.571428571428571,17,95
2,1,5.0,6,10
2,20,6.95,22,140
2,7,6.142857142857143,18,54
2,26,6.576923076923077,26,171
2,4,5.5,13,31
2,5,7.8,11,45
2,19,6.052631578947368,19,115
2,4,8.0,30,58
2,8,6.25,22,64
2,27,6.333333333333333,29,173
2,23,6.217391304347826,24,143
2,2,6.5,12,23
2,3,8.0,13,34
2,3,7.0,8,26
2,20,7.05,21,142
2,16,6.9375,17,112
2,1,6.0,4,9
2,26,6.576923076923077,29,174
2,1,9.0,15,23
2,6,7.333333333333333,15,53
2,3,5.0,10,22
2,11,5.545454545454546,13,63
2,2,5.0,7,15
2,4,6.25,4,25
2,9,6.555555555555555,27,77
2,4,5.5,16,34
2,11,6.7272727272727275,30,93
2,7,6.857142857142857,11,52
2,26,6.461538461538462,26,167
2,5,6.4,20,47
2,9,7.333333333333333,24,81
2,5,6.4,19,46
2,2,4.5,9,16
2,4,7.0,4,28
2,9,6.444444444444445,19,68
2,2,9.0,3,19
1,2,5.0,14,22
2,8,7.125,8,57
2,16,6.5,17,105
2,19,7.2105263157894735,26,143
2,15,6.933333333333334,19,108
2,5,6.4,24,51
2,6,6.5,24,57
2,16,6.8125,26,119
2,4,7.5,7,33
2,3,7.0,3,21
2,5,4.6,18,36
2,4,6.25,13,34
1,1,6.0,5,10
2,14,7.928571428571429,16,113
1,2,7.5,6,19
2,18,7.111111111111111,23,133
2,3,7.333333333333333,26,45
2,10,6.3,12,65
2,17,6.588235294117647,21,116
2,5,7.6,5,38
2,7,6.571428571428571,23,62
2,15,6.2,25,103
2,13,6.6923076923076925,15,89
2,9,6.666666666666667,27,78
2,9,6.333333333333333,16,64
2,4,8.25,21,50
2,13,6.846153846153846,13,89
2,7,6.428571428571429,24,62
2,6,6.333333333333333,6,38
2,21,5.9523809523809526,26,130
2,1,4.0,24,27
2,9,5.777777777777778,26,69
2,7,7.285714285714286,11,55
2,9,7.777777777777778,23,84
2,3,7.333333333333333,6,25
2,4,8.75,10,41
2,4,5.5,7,25
1,1,4.0,4,7
2,3,5.0,6,18
2,7,5.714285714285714,23,56
1,1,9.0,6,14
2,14,6.5,15,92
2,10,5.9,15,64
2,4,8.25,8,37
2,11,5.454545454545454,23,72
2,10,6.6,14,70
2,14,6.214285714285714,17,90
1,1,9.0,6,14
2,7,7.571428571428571,18,64
2,8,6.25,28,70
2,9,6.777777777777778,14,66
1,1,7.0,10,16
2,8,7.25,26,76
2,28,6.285714285714286,28,176
2,11,5.818181818181818,12,65
2,14,5.857142857142857,14,82
2,3,4.333333333333333,16,26
2,9,7.111111111111111,11,66
2,11,7.454545454545454,14,85
2,12,7.333333333333333,15,91
2,5,5.8,9,33
2,1,6.0,3,8
2,12,7.583333333333333,28,107
2,20,6.3,20,126
2,4,7.5,25,51
2,7,7.571428571428571,9,55
2,11,8.181818181818182,11,90
1,1,9.0,3,11
2,9,6.222222222222222,9,56
2,15,7.2,29,122
2,2,7.0,20,32
2,6,6.833333333333333,18,53
2,3,5.333333333333333,20,33
2,3,8.666666666666666,12,35
2,7,6.857142857142857,15,56
2,5,6.4,12,39
2,2,6.5,9,20
2,16,6.1875,16,99
2,10,7.2,10,72
2,4,8.0,27,55
2,13,7.538461538461538,16,101
2,13,6.384615384615385,20,90
2,18,7.333333333333333,28,141
2,6,7.0,16,52
2,7,6.714285714285714,20,60
2,13,5.230769230769231,16,71
2,1,5.0,4,8
2,9,6.444444444444445,16,65
2,10,7.1,15,76
2,6,8.166666666666666,30,73
2,12,6.25,19,82
2,17,6.0588235294117645,28,114
2,21,7.428571428571429,28,161
2,6,4.833333333333333,29,52
2,7,7.428571428571429,10,55
2,6,8.333333333333334,13,57
2,6,7.333333333333333,11,49
2,5,6.4,14,41
2,15,6.733333333333333,30,116
2,4,7.25,12,37
2,3,5.0,9,21
2,3,5.0,24,36
2,18,6.611111111111111,26,126
2,11,6.636363636363637,16,78
2,12,7.083333333333333,30,103
2,9,6.666666666666667,11,62
2,10,6.6,14,70
2,5,7.2,20,51
2,8,6.75,28,74
1,1,4.0,21,24
2,23,6.565217391304348,25,153
2,4,7.0,8,32
2,8,5.375,9,44
2,3,8.666666666666666,19,42
2,18,6.777777777777778,26,129
2,6,5.833333333333333,28,57
2,22,6.863636363636363,26,153
2,12,4.916666666666667,14,61
2,15,6.6,18,102
2,7,8.285714285714286,10,61
2,8,6.0,10,50
2,5,8.6,8,46
1,1,6.0,17,22
1,1,9.0,23,31
2,9,7.0,9,63
2,9,5.555555555555555,12,53
2,10,6.4,10,64
2,20,6.8,20,136
2,14,7.428571428571429,24,114
2,1,3.0,14,16
2,1,7.0,14,20
2,3,5.333333333333333,20,33
1,1,4.0,25,28
2,4,7.5,6,32
2,14,5.285714285714286,17,77
2,12,7.833333333333333,16,98
2,18,5.611111111111111,29,112
2,10,6.3,17,70
2,4,9.75,10,45
2,16,6.9375,16,111
2,18,6.555555555555555,21,121
2,2,8.0,3,17
2,9,5.888888888888889,28,72
2,3,6.333333333333333,13,29
2,2,5.0,8,16
2,2,6.0,26,36
2,25,6.88,25,172
2,3,5.333333333333333,8,21
2,4,7.0,6,30
2,12,7.166666666666667,14,88
2,3,6.0,14,29
2,4,5.75,10,29
2,4,6.75,7,30
1,1,4.0,5,8
2,4,6.0,19,39
2,7,6.0,30,65
2,2,6.0,11,21
2,4,8.0,27,55
2,13,5.846153846153846,17,80
2,6,4.333333333333333,29,49
1,2,4.5,3,10
2,15,7.533333333333333,27,125
2,14,5.428571428571429,20,82
2,13,6.846153846153846,14,90
2,1,3.0,6,8
1,1,7.0,22,28
2,10,5.6,16,62
2,10,6.3,11,64
2,2,5.0,16,24
1,1,4.0,4,7
2,2,5.5,19,28
2,19,7.2105263157894735,24,142
1,1,6.0,29,34
2,1,10.0,28,37
2,15,5.933333333333334,22,96
2,23,6.956521739130435,28,165
2,18,5.722222222222222,28,113
2,14,6.428571428571429,24,99
2,15,7.466666666666667,21,118
2,3,8.333333333333334,10,32
2,15,6.866666666666666,28,116
2,8,6.375,24,67
2,3,7.0,5,23
2,3,5.333333333333333,9,22
2,2,9.5,7,24
2,7,7.142857142857143,22,65
2,19,5.7368421052631575,21,111
2,8,6.125,8,49
2,10,7.2,12,74
2,8,7.0,14,62
2,18,7.055555555555555,29,138
2,4,5.25,14,31
2,12,6.583333333333333,15,82
2,18,6.5,30,129
